# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 11 05:48:18 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_msinij,pl_radj,pl_dens,pl_orbincl,pl_kepflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,pl_name,pl_disc,pl_pelink
1092,Kepler-265,d,Transit,4,43.13061700,0.236000,,,,0.222,,,1,290.510468,41.244820,,,5835.00,1.0300,1.10,,,Kepler-265 d,2014,http://exoplanet.eu/catalog/kepler-265_d/
1093,Kepler-265,e,Transit,4,67.83102400,0.319000,,,,0.231,,,1,290.510468,41.244820,,,5835.00,1.0300,1.10,,,Kepler-265 e,2014,http://exoplanet.eu/catalog/kepler-265_e/
1094,Kepler-266,b,Transit,2,6.61833000,0.071000,,,,0.221,,,1,294.484375,44.166916,,,5885.00,0.9900,1.03,,,Kepler-266 b,2014,http://exoplanet.eu/catalog/kepler-266_b/
1095,Kepler-266,c,Transit,2,107.72360100,0.457000,,,,0.347,,,1,294.484375,44.166916,,,5885.00,0.9900,1.03,,,Kepler-266 c,2014,http://exoplanet.eu/catalog/kepler-266_c/
1096,Kepler-267,b,Transit,3,3.35372800,0.037000,,,,0.177,,,1,299.830383,47.157459,,,4258.00,0.5600,0.56,,,Kepler-267 b,2014,http://exoplanet.eu/catalog/kepler-267_b/
1097,Kepler-267,c,Transit,3,6.87745000,0.060000,,,,0.190,,,1,299.830383,47.157459,,,4258.00,0.5600,0.56,,,Kepler-267 c,2014,http://exoplanet.eu/catalog/kepler-267_c/
1098,Kepler-267,d,Transit,3,28.46451500,0.154000,,,,0.203,,,1,299.830383,47.157459,,,4258.00,0.5600,0.56,,,Kepler-267 d,2014,http://exoplanet.eu/catalog/kepler-267_d/
1099,Kepler-268,b,Transit,2,25.93413800,0.180000,,,,0.227,,,1,291.976166,38.055077,,,6081.00,,1.27,,,Kepler-268 b,2014,http://exoplanet.eu/catalog/kepler-268_b/
1100,Kepler-268,c,Transit,2,83.44639300,0.391000,,,,0.302,,,1,291.976166,38.055077,,,6081.00,,1.27,,,Kepler-268 c,2014,http://exoplanet.eu/catalog/kepler-268_c/
1101,Kepler-269,b,Transit,2,5.32671800,0.061000,,,,0.220,,,1,290.215179,41.775967,,,5847.00,0.9800,0.96,,,Kepler-269 b,2014,http://exoplanet.eu/catalog/kepler-269_b/
1102,Kepler-269,c,Transit,2,8.12789900,0.081000,,,,0.151,,,1,290.215179,41.775967,,,5847.00,0.9800,0.96,,,Kepler-269 c,2014,http://exoplanet.eu/catalog/kepler-269_c/
1103,Kepler-27,b,Transit,2,15.33480000,0.118000,,9.11000,,0.357,,,1,292.236755,41.085876,,,5400.00,0.6500,0.59,,,Kepler-27 b,2011,http://exoplanet.eu/catalog/kepler-27_b/
1104,Kepler-27,c,Transit,2,31.33090000,0.191000,,13.80000,,0.437,,,1,292.236755,41.085876,,,5400.00,0.6500,0.59,,,Kepler-27 c,2011,http://exoplanet.eu/catalog/kepler-27_c/
1105,Kepler-270,b,Transit,2,11.47609400,0.107000,,,,0.179,,,1,282.200104,44.422302,,,6067.00,,1.46,,,Kepler-270 b,2014,http://exoplanet.eu/catalog/kepler-270_b/
1106,Kepler-270,c,Transit,2,25.26288700,0.180000,,,,0.158,,,1,282.200104,44.422302,,,6067.00,,1.46,,,Kepler-270 c,2014,http://exoplanet.eu/catalog/kepler-270_c/
1107,Kepler-271,b,Transit,2,5.21773800,0.056000,,,,0.079,,,1,283.002991,44.284233,,,5524.00,,0.88,,,Kepler-271 b,2014,http://exoplanet.eu/catalog/kepler-271_b/
1108,Kepler-271,c,Transit,2,7.41093500,0.071000,,,,0.089,,,1,283.002991,44.284233,,,5524.00,,0.88,,,Kepler-271 c,2014,http://exoplanet.eu/catalog/kepler-271_c/
1109,Kepler-272,b,Transit,3,2.97135300,0.038000,,,,0.128,,,1,299.127533,47.593830,,,5297.00,0.7900,0.93,,,Kepler-272 b,2014,http://exoplanet.eu/catalog/kepler-272_b/
1110,Kepler-272,c,Transit,3,6.05734200,0.061000,,,,0.160,,,1,299.127533,47.593830,,,5297.00,0.7900,0.93,,,Kepler-272 c,2014,http://exoplanet.eu/catalog/kepler-272_c/
1111,Kepler-272,d,Transit,3,10.93730400,0.091000,,,,0.201,,,1,299.127533,47.593830,,,5297.00,0.7900,0.93,,,Kepler-272 d,2014,http://exoplanet.eu/catalog/kepler-272_d/
1112,Kepler-273,b,Transit,2,2.93653200,0.037000,,,,0.134,,,1,291.302216,47.697758,,,5626.00,,0.81,,,Kepler-273 b,2014,http://exoplanet.eu/catalog/kepler-273_b/
1113,Kepler-273,c,Transit,2,8.01492700,0.073000,,,,0.177,,,1,291.302216,47.697758,,,5626.00,,0.81,,,Kepler-273 c,2014,http://exoplanet.eu/catalog/kepler-273_c/
1114,Kepler-274,b,Transit,2,11.63478800,0.101000,,,,0.137,,,1,292.922760,38.477276,,,6023.00,,1.01,,,Kepler-274 b,2014,http://exoplanet.eu/catalog/kepler-274_b/
1115,Kepler-274,c,Transit,2,33.19786100,0.204000,,,,0.164,,,1,292.922760,38.477276,,,6023.00,,1.01,,,Kepler-274 c,2014,http://exoplanet.eu/catalog/kepler-274_c/
1116,Kepler-275,b,Transit,3,10.30068200,0.098000,,,,0.209,,,1,292.479706,38.514927,,,6165.00,1.2400,1.38,,,Kepler-275 b,2014,http://exoplanet.eu/catalog/kepler-275_b/
1117,Kepler-275,c,Transit,3,16.08813400,0.132000,,,,0.302,,,1,292.479706,38.514927,,,6165.00,1.2400,1.38,,,Kepler-275 c,2014,http://exoplanet.eu/catalog/kepler-275_c/
1118,Kepler-275,d,Transit,3,35.67606200,0.224000,,,,0.297,,,1,292.479706,38.514927,,,6165.00,1.2400,1.38,,,Kepler-275 d,2014,http://exoplanet.eu/catalog/kepler-275_d/
1119,Kepler-276,b,Transit,3,14.12841000,0.119000,,,,0.256,,,1,293.568146,39.036327,,,6105.00,1.1000,1.05,,,Kepler-276 b,2014,http://exoplanet.eu/catalog/kepler-276_b/
1120,Kepler-276,c,Transit,3,31.88400000,,,0.05200,,0.259,,,1,293.568146,39.036327,,,6105.00,1.1000,1.05,,,Kepler-276 c,2013,http://exoplanet.eu/catalog/kepler-276_c/
1121,Kepler-276,d,Transit,3,48.64800000,,,0.05100,,0.250,,,1,293.568146,39.036327,,,6105.00,1.1000,1.05,,,Kepler-276 d,2013,http://exoplanet.eu/catalog/kepler-276_d/
1122,Kepler-277,b,Transit,2,17.32400000,,,0.27500,,0.261,,,1,286.583160,39.077209,,,5946.00,1.1200,1.69,,,Kepler-277 b,2013,http://exoplanet.eu/catalog/kepler-277_b/
1123,Kepler-277,c,Transit,2,33.00600000,,,0.20200,,0.300,,,1,286.583160,39.077209,,,5946.00,1.1200,1.69,,,Kepler-277 c,2013,http://exoplanet.eu/catalog/kepler-277_c/
1124,Kepler-278,b,Transit,2,30.16054600,0.207000,,,,0.363,,,1,290.107178,38.702236,,,4991.00,,2.94,,,Kepler-278 b,2014,http://exoplanet.eu/catalog/kepler-278_b/
1125,Kepler-278,c,Transit,2,51.07877500,0.294000,,,,0.320,,,1,290.107178,38.702236,,,4991.00,,2.94,,,Kepler-278 c,2014,http://exoplanet.eu/catalog/kepler-278_c/
1126,Kepler-279,b,Transit,3,12.30968100,0.112000,,,,0.323,,,1,287.391235,42.194836,,,6363.00,1.1000,1.75,,,Kepler-279 b,2014,http://exoplanet.eu/catalog/kepler-279_b/
1127,Kepler-279,c,Transit,3,35.73600000,,,0.15500,,0.384,,,1,287.391235,42.194836,,,6363.00,1.1000,1.75,,,Kepler-279 c,2013,http://exoplanet.eu/catalog/kepler-279_c/
1128,Kepler-279,d,Transit,3,54.41400000,,,0.11800,,0.277,,,1,287.391235,42.194836,,,6363.00,1.1000,1.75,,,Kepler-279 d,2013,http://exoplanet.eu/catalog/kepler-279_d/
1129,Kepler-28,b,Transit,2,5.91230000,0.062000,,1.51000,,0.321,,,1,292.137024,42.429420,,,4590.00,0.7500,0.70,,,Kepler-28 b,2011,http://exoplanet.eu/catalog/kepler-28_b/
1130,Kepler-28,c,Transit,2,8.98580000,0.081000,,1.36000,,0.303,,,1,292.137024,42.429420,,,4590.00,0.7500,0.70,,,Kepler-28 c,2011,http://exoplanet.eu/catalog/kepler-28_c/
1131,Kepler-280,b,Transit,2,2.13954200,0.032000,,,,0.129,,,1,291.390503,42.180588,,,5744.00,0.9100,0.89,,,Kepler-280 b,2014,http://exoplanet.eu/catalog/kepler-280_b/
1132,Kepler-280,c,Transit,2,4.80709100,0.056000,,,,0.179,,,1,291.390503,42.180588,,,5744.00,0.9100,0.89,,,Kepler-280 c,2014,http://exoplanet.eu/catalog/kepler-280_c/
1133,Kepler-281,b,Transit,2,14.64600800,0.117000,,,,0.252,,,1,294.108185,44.770699,,,5723.00,0.9800,0.90,,,Kepler-281 b,2014,http://exoplanet.eu/catalog/kepler-281_b/
1134,Kepler-281,c,Transit,2,36.33737300,0.215000,,,,0.474,,,1,294.108185,44.770699,,,5723.00,0.9800,0.90,,,Kepler-281 c,2014,http://exoplanet.eu/catalog/kepler-281_c/
1135,Kepler-282,b,Transit,4,9.22052400,0.082000,,,,0.090,,,1,284.677277,44.797684,,,5602.00,0.9700,0.90,,,Kepler-282 b,2014,http://exoplanet.eu/catalog/kepler-282_b/
1136,Kepler-282,c,Transit,4,13.63872300,0.106000,,,,0.107,,,1,284.677277,44.797684,,,5602.00,0.9700,0.90,,,Kepler-282 c,2014,http://exoplanet.eu/catalog/kepler-282_c/
1137,Kepler-282,d,Transit,4,24.80600000,,,0.19200,,0.219,,,1,284.677277,44.797684,,,5602.00,0.9700,0.90,,,Kepler-282 d,2013,http://exoplanet.eu/catalog/kepler-282_d/
1138,Kepler-282,e,Transit,4,44.34700000,,,0.17700,,0.277,,,1,284.677277,44.797684,,,5602.00,0.9700,0.90,,,Kepler-282 e,2013,http://exoplanet.eu/catalog/kepler-282_e/
1139,Kepler-283,b,Transit,2,11.00815100,0.082000,,,,0.190,,,1,293.613739,47.838997,,,4351.00,,0.57,,,Kepler-283 b,2014,http://exoplanet.eu/catalog/kepler-283_b/
1140,Kepler-283,c,Transit,2,92.74371100,0.341000,,,,0.162,,,1,293.613739,47.838997,,,4351.00,,0.57,,,Kepler-283 c,2014,http://exoplanet.eu/catalog/kepler-283_c/
1141,Kepler-284,b,Transit,2,12.69914900,0.104000,,,,0.200,,,1,293.146484,47.729649,,,5615.00,,0.81,,,Kepler-284 b,2014,http://exoplanet.eu/catalog/kepler-284_b/
1142,Kepler-284,c,Transit,2,37.51445600,0.213000,,,,0.233,,,1,293.146484,47.729649,,,5615.00,,0.81,,,Kepler-284 c,2014,http://exoplanet.eu/catalog/kepler-284_c/
1143,Kepler-285,b,Transit,2,2.63386700,0.036000,,,,0.120,,,1,291.390900,48.065609,,,5411.00,0.8500,0.81,,,Kepler-285 b,2014,http://exoplanet.eu/catalog/kepler-285_b/
1144,Kepler-285,c,Transit,2,6.18667600,0.064000,,,,0.100,,,1,291.390900,48.065609,,,5411.00,0.8500,0.81,,,Kepler-285 c,2014,http://exoplanet.eu/catalog/kepler-285_c/
1145,Kepler-286,b,Transit,4,1.79630200,0.027000,,,,0.111,,,1,290.676147,48.294289,,,5580.00,,0.86,,,Kepler-286 b,2014,http://exoplanet.eu/catalog/kepler-286_b/
1146,Kepler-286,c,Transit,4,3.46809500,0.042000,,,,0.122,,,1,290.676147,48.294289,,,5580.00,,0.86,,,Kepler-286 c,2014,http://exoplanet.eu/catalog/kepler-286_c/
1147,Kepler-286,d,Transit,4,5.91432300,0.061000,,,,0.119,,,1,290.676147,48.294289,,,5580.00,,0.86,,,Kepler-286 d,2014,http://exoplanet.eu/catalog/kepler-286_d/
1148,Kepler-286,e,Transit,4,29.22128900,0.176000,,,,0.158,,,1,290.676147,48.294289,,,5580.00,,0.86,,,Kepler-286 e,2014,http://exoplanet.eu/catalog/kepler-286_e/
1149,Kepler-287,b,Transit,2,20.34219900,0.145000,,,,0.208,,,1,290.927460,48.443550,,,5806.00,,1.03,,,Kepler-287 b,2014,http://exoplanet.eu/catalog/kepler-287_b/
1150,Kepler-287,c,Transit,2,44.85189600,0.246000,,,,0.291,,,1,290.927460,48.443550,,,5806.00,,1.03,,,Kepler-287 c,2014,http://exoplanet.eu/catalog/kepler-287_c/
1151,Kepler-288,b,Transit,3,6.09732600,0.065000,,,,0.149,,,1,288.916412,39.594715,,,5918.00,0.8900,1.09,,,Kepler-288 b,2014,http://exoplanet.eu/catalog/kepler-288_b/
1152,Kepler-288,c,Transit,3,19.30577200,0.140000,,,,0.254,,,1,288.916412,39.594715,,,5918.00,0.8900,1.09,,,Kepler-288 c,2014,http://exoplanet.eu/catalog/kepler-288_c/
1153,Kepler-288,d,Transit,3,56.63374200,0.287000,,,,0.238,,,1,288.916412,39.594715,,,5918.00,0.8900,1.09,,,Kepler-288 d,2014,http://exoplanet.eu/catalog/kepler-288_d/
1154,Kepler-289,b,Transit,3,34.54500000,0.210000,,0.02300,,0.192,4.10000,89.590,1,297.465332,42.882851,700.00,,5990.00,1.0800,1.00,,,Kepler-289 b,2014,http://exoplanet.eu/catalog/kepler-289_b/
1155,Kepler-289,c,Transit,3,125.85180000,0.510000,,0.42000,,1.034,0.47000,89.794,1,297.465332,42.882851,700.00,,5990.00,1.0800,1.00,,,Kepler-289 c,2014,http://exoplanet.eu/catalog/kepler-289_c/
1156,Kepler-289,d,Transit,3,66.06340000,0.330000,,0.01300,,0.239,1.20000,89.730,1,297.465332,42.882851,700.00,,5990.00,1.0800,1.00,,,Kepler-289 d,2014,
1157,Kepler-29,b,Transit,2,10.33760000,0.090000,,0.40000,,0.321,,,1,298.348328,47.491226,1400.00,,5750.00,1.0000,0.96,,,Kepler-29 b,2011,http://exoplanet.eu/catalog/kepler-29_b/
1158,Kepler-29,c,Transit,2,13.29070000,0.110000,,0.30000,,0.259,,,1,298.348328,47.491226,1400.00,,5750.00,1.0000,0.96,,,Kepler-29 c,2011,http://exoplanet.eu/catalog/kepler-29_c/
1159,Kepler-290,b,Transit,2,14.58934700,0.110000,,,,0.201,,,1,286.409973,42.681553,,,5147.00,,0.74,,,Kepler-290 b,2014,http://exoplanet.eu/catalog/kepler-290_b/
1160,Kepler-290,c,Transit,2,36.77031000,0.205000,,,,0.241,,,1,286.409973,42.681553,,,5147.00,,0.74,,,Kepler-290 c,2014,http://exoplanet.eu/catalog/kepler-290_c/
1161,Kepler-291,b,Transit,2,3.54651100,0.047000,,,,0.193,,,1,287.916351,42.437302,,,6002.00,1.0300,1.02,,,Kepler-291 b,2014,http://exoplanet.eu/catalog/kepler-291_b/
1162,Kepler-291,c,Transit,2,5.70078600,0.065000,,,,0.168,,,1,287.916351,42.437302,,,6002.00,1.0300,1.02,,,Kepler-291 c,2014,http://exoplanet.eu/catalog/kepler-291_c/
1163,Kepler-292,b,Transit,5,2.58082700,0.035000,,,,0.118,,,1,295.766144,42.424286,,,5299.00,0.8800,0.83,,,Kepler-292 b,2014,http://exoplanet.eu/catalog/kepler-292_b/
1164,Kepler-292,c,Transit,5,3.71533500,0.045000,,,,0.131,,,1,295.766144,42.424286,,,5299.00,0.8800,0.83,,,Kepler-292 c,2014,http://exoplanet.eu/catalog/kepler-292_c/
1165,Kepler-292,d,Transit,5,7.05567900,0.068000,,,,0.199,,,1,295.766144,42.424286,,,5299.00,0.8800,0.83,,,Kepler-292 d,2014,http://exoplanet.eu/catalog/kepler-292_d/
1166,Kepler-292,e,Transit,5,11.97901000,0.097000,,,,0.238,,,1,295.766144,42.424286,,,5299.00,0.8800,0.83,,,Kepler-292 e,2014,http://exoplanet.eu/catalog/kepler-292_e/
1167,Kepler-292,f,Transit,5,20.83423700,0.141000,,,,0.210,,,1,295.766144,42.424286,,,5299.00,0.8800,0.83,,,Kepler-292 f,2014,http://exoplanet.eu/catalog/kepler-292_f/
1168,Kepler-293,b,Transit,2,19.25419600,0.144000,,,,0.274,,,1,286.358063,42.406509,,,5804.00,1.0100,0.96,,,Kepler-293 b,2014,http://exoplanet.eu/catalog/kepler-293_b/
1169,Kepler-293,c,Transit,2,54.15574300,0.286000,,,,0.342,,,1,286.358063,42.406509,,,5804.00,1.0100,0.96,,,Kepler-293 c,2014,http://exoplanet.eu/catalog/kepler-293_c/
1170,Kepler-294,b,Transit,2,3.70121200,0.048000,,,,0.158,,,1,287.391998,46.059311,,,5913.00,,0.98,,,Kepler-294 b,2014,http://exoplanet.eu/catalog/kepler-294_b/
1171,Kepler-294,c,Transit,2,6.62640000,0.071000,,,,0.242,,,1,287.391998,46.059311,,,5913.00,,0.98,,,Kepler-294 c,2014,http://exoplanet.eu/catalog/kepler-294_c/
1172,Kepler-295,b,Transit,3,12.64516400,0.099000,,,,0.109,,,1,285.345856,45.367786,,,5603.00,,0.90,,,Kepler-295 b,2014,http://exoplanet.eu/catalog/kepler-295_b/
1173,Kepler-295,c,Transit,3,21.52625800,0.142000,,,,0.104,,,1,285.345856,45.367786,,,5603.00,,0.90,,,Kepler-295 c,2014,http://exoplanet.eu/catalog/kepler-295_c/
1174,Kepler-295,d,Transit,3,33.88405400,0.192000,,,,0.121,,,1,285.345856,45.367786,,,5603.00,,0.90,,,Kepler-295 d,2014,http://exoplanet.eu/catalog/kepler-295_d/
1175,Kepler-296,b,Transit,5,3.62145700,0.039000,,,,0.084,,,1,286.540009,49.437325,226.00,,3572.00,0.4540,0.43,,,Kepler-296 b,2014,http://exoplanet.eu/catalog/kepler-296_b/
1176,Kepler-296,c,Transit,5,5.84164800,0.054000,,,,0.192,,,1,286.540009,49.437325,226.00,,3572.00,0.4540,0.43,,,Kepler-296 c,2014,http://exoplanet.eu/catalog/kepler-296_c/
1177,Kepler-296,d,Transit,5,19.85024200,0.122000,,,,0.203,,,1,286.540009,49.437325,226.00,,3572.00,0.4540,0.43,,,Kepler-296 d,2014,http://exoplanet.eu/catalog/kepler-296_d/
1178,Kepler-296,e,Transit,5,34.14204000,0.149000,0.100000,,,0.132,,89.890,1,286.540009,49.437325,226.00,,3572.00,0.4540,0.43,,,Kepler-296 e,2014,http://exoplanet.eu/catalog/kepler-296_e/
1179,Kepler-296,f,Transit,5,63.33600000,0.283000,0.120000,,,0.156,,89.950,1,286.540009,49.437325,226.00,,3572.00,0.4540,0.43,,,Kepler-296 f,2014,http://exoplanet.eu/catalog/kepler-296_f/
1180,Kepler-297,b,Transit,2,38.87182600,0.217000,,,,0.256,,,1,283.209167,48.777645,,,5619.00,,0.92,,,Kepler-297 b,2014,http://exoplanet.eu/catalog/kepler-297_b/
1181,Kepler-297,c,Transit,2,74.92013700,0.336000,,,,0.583,,,1,283.209167,48.777645,,,5619.00,,0.92,,,Kepler-297 c,2014,http://exoplanet.eu/catalog/kepler-297_c/
1182,Kepler-298,b,Transit,3,10.47546400,0.080000,,,,0.175,,,1,283.039795,48.825359,,,4465.00,0.6500,0.58,,,Kepler-298 b,2014,http://exoplanet.eu/catalog/kepler-298_b/
1183,Kepler-298,c,Transit,3,22.92881000,0.136000,,,,0.172,,,1,283.039795,48.825359,,,4465.00,0.6500,0.58,,,Kepler-298 c,2014,http://exoplanet.eu/catalog/kepler-298_c/
1184,Kepler-298,d,Transit,3,77.47363300,0.305000,,,,0.223,,,1,283.039795,48.825359,,,4465.00,0.6500,0.58,,,Kepler-298 d,2014,http://exoplanet.eu/catalog/kepler-298_d/
1185,Kepler-299,b,Transit,4,2.92712800,0.040000,,,,0.118,,,1,283.206970,48.580502,,,5617.00,0.9700,1.03,,,Kepler-299 b,2014,http://exoplanet.eu/catalog/kepler-299_b/
1186,Kepler-299,c,Transit,4,6.88587500,0.070000,,,,0.236,,,1,283.206970,48.580502,,,5617.00,0.9700,1.03,,,Kepler-299 c,2014,http://exoplanet.eu/catalog/kepler-299_c/
1187,Kepler-299,d,Transit,4,15.05478600,0.118000,,,,0.166,,,1,283.206970,48.580502,,,5617.00,0.9700,1.03,,,Kepler-299 d,2014,http://exoplanet.eu/catalog/kepler-299_d/
1188,Kepler-299,e,Transit,4,38.28548900,0.220000,,,,0.167,,,1,283.206970,48.580502,,,5617.00,0.9700,1.03,,,Kepler-299 e,2014,http://exoplanet.eu/catalog/kepler-299_e/
1189,Kepler-30,b,Transit,3,29.33434000,0.180000,0.042000,0.03600,,0.348,1.02000,90.179,1,285.283630,38.947281,1400.00,,5498.00,0.9900,0.95,,,Kepler-30 b,2012,http://exoplanet.eu/catalog/kepler-30_b/
1190,Kepler-30,c,Transit,3,60.32310500,0.300000,0.011100,2.01000,,1.097,1.88000,90.323,1,285.283630,38.947281,1400.00,,5498.00,0.9900,0.95,,,Kepler-30 c,2012,http://exoplanet.eu/catalog/kepler-30_c/
1191,Kepler-30,d,Transit,3,143.34394000,0.500000,0.022000,0.07300,,0.785,0.19000,89.841,1,285.283630,38.947281,1400.00,,5498.00,0.9900,0.95,,,Kepler-30 d,2012,http://exoplanet.eu/catalog/kepler-30_d/
1192,Kepler-300,b,Transit,2,10.44634700,0.094000,,,,0.149,,,1,295.288696,48.599720,,,5986.00,0.9400,0.90,,,Kepler-300 b,2014,http://exoplanet.eu/catalog/kepler-300_b/
1193,Kepler-300,c,Transit,2,40.71495500,0.232000,,,,0.201,,,1,295.288696,48.599720,,,5986.00,0.9400,0.90,,,Kepler-300 c,2014,http://exoplanet.eu/catalog/kepler-300_c/
1194,Kepler-301,b,Transit,3,2.50855300,0.036000,,,,0.120,,,1,283.982971,49.232990,,,5815.00,0.9100,0.90,,,Kepler-301 b,2014,http://exoplanet.eu/catalog/kepler-301_b/
1195,Kepler-301,c,Transit,3,5.41902600,0.060000,,,,0.120,,,1,283.982971,49.232990,,,5815.00,0.9100,0.90,,,Kepler-301 c,2014,http://exoplanet.eu/catalog/kepler-301_c/
1196,Kepler-301,d,Transit,3,13.75124300,0.112000,,,,0.156,,,1,283.982971,49.232990,,,5815.00,0.9100,0.90,,,Kepler-301 d,2014,http://exoplanet.eu/catalog/kepler-301_d/
1197,Kepler-302,b,Transit,2,30.18410400,0.193000,,,,0.362,,,1,294.316986,43.629345,,,5740.00,,1.22,,,Kepler-302 b,2014,http://exoplanet.eu/catalog/kepler-302_b/
1198,Kepler-302,c,Transit,2,127.28218400,0.503000,,,,1.111,,,1,294.316986,43.629345,,,5740.00,,1.22,,,Kepler-302 c,2014,http://exoplanet.eu/catalog/kepler-302_c/
1199,Kepler-303,b,Transit,2,1.93705500,0.024000,,,,0.079,,,1,283.135468,43.657055,,,3944.00,0.5900,0.48,,,Kepler-303 b,2014,http://exoplanet.eu/catalog/kepler-303_b/
1200,Kepler-303,c,Transit,2,7.06114900,0.057000,,,,0.102,,,1,283.135468,43.657055,,,3944.00,0.5900,0.48,,,Kepler-303 c,2014,http://exoplanet.eu/catalog/kepler-303_c/
1201,Kepler-304,b,Transit,3,3.29570900,0.039000,,,,0.255,,,1,294.441772,40.557587,,,4731.00,0.8000,0.69,,,Kepler-304 b,2014,http://exoplanet.eu/catalog/kepler-304_b/
1202,Kepler-304,c,Transit,3,5.31594600,0.054000,,,,0.194,,,1,294.441772,40.557587,,,4731.00,0.8000,0.69,,,Kepler-304 c,2014,http://exoplanet.eu/catalog/kepler-304_c/
1203,Kepler-304,d,Transit,3,9.65347100,0.080000,,,,0.245,,,1,294.441772,40.557587,,,4731.00,0.8000,0.69,,,Kepler-304 d,2014,http://exoplanet.eu/catalog/kepler-304_d/
1204,Kepler-305,b,Transit,3,5.48700000,,,0.03300,,0.321,,,1,299.224304,40.343182,,,5100.00,0.7600,0.79,,,Kepler-305 b,2013,http://exoplanet.eu/catalog/kepler-305_b/
1205,Kepler-305,c,Transit,3,8.29100000,,,0.01900,,0.294,,,1,299.224304,40.343182,,,5100.00,0.7600,0.79,,,Kepler-305 c,2013,http://exoplanet.eu/catalog/kepler-305_c/
1206,Kepler-305,d,Transit,3,16.73866100,0.121000,,,,0.242,,,1,299.224304,40.343182,,,5100.00,0.7600,0.79,,,Kepler-305 d,2014,http://exoplanet.eu/catalog/kepler-305_d/
1207,Kepler-306,b,Transit,4,4.64618600,0.050000,,,,0.136,,,1,288.538666,40.616138,,,4954.00,0.8200,0.72,,,Kepler-306 b,2014,http://exoplanet.eu/catalog/kepler-306_b/
1208,Kepler-306,c,Transit,4,7.24019300,0.067000,,,,0.210,,,1,288.538666,40.616138,,,4954.00,0.8200,0.72,,,Kepler-306 c,2014,http://exoplanet.eu/catalog/kepler-306_c/
1209,Kepler-306,d,Transit,4,17.32664400,0.120000,,,,0.220,,,1,288.538666,40.616138,,,4954.00,0.8200,0.72,,,Kepler-306 d,2014,http://exoplanet.eu/catalog/kepler-306_d/
1210,Kepler-306,e,Transit,4,44.84097500,0.227000,,,,0.203,,,1,288.538666,40.616138,,,4954.00,0.8200,0.72,,,Kepler-306 e,2014,http://exoplanet.eu/catalog/kepler-306_e/
1211,Kepler-307,b,Transit,2,10.41600000,,,0.01000,,0.285,,,1,297.795135,40.417702,,,5445.00,0.9800,1.08,,,Kepler-307 b,2013,http://exoplanet.eu/catalog/kepler-307_b/
1212,Kepler-307,c,Transit,2,13.08400000,,,0.00500,,0.250,,,1,297.795135,40.417702,,,5445.00,0.9800,1.08,,,Kepler-307 c,2013,http://exoplanet.eu/catalog/kepler-307_c/
1213,Kepler-308,b,Transit,2,9.69492800,0.090000,,,,0.189,,,1,295.785156,40.439548,,,5895.00,,0.94,,,Kepler-308 b,2014,http://exoplanet.eu/catalog/kepler-308_b/
1214,Kepler-308,c,Transit,2,15.38231000,0.123000,,,,0.193,,,1,295.785156,40.439548,,,5895.00,,0.94,,,Kepler-308 c,2014,http://exoplanet.eu/catalog/kepler-308_c/
1215,Kepler-309,b,Transit,2,5.92365300,0.059000,,,,0.139,,,1,297.509857,46.961281,,,4713.00,,0.72,,,Kepler-309 b,2014,http://exoplanet.eu/catalog/kepler-309_b/
1216,Kepler-309,c,Transit,2,105.35638300,0.401000,,,,0.224,,,1,297.509857,46.961281,,,4713.00,,0.72,,,Kepler-309 c,2014,http://exoplanet.eu/catalog/kepler-309_c/
1217,Kepler-31,b,Transit,3,20.86130000,0.160000,,,,0.491,,,1,294.023010,45.853081,2100.00,,6034.00,1.2100,1.31,,,Kepler-31 b,2011,http://exoplanet.eu/catalog/kepler-31_b/
